N_POINTS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE,TIME
1590,25.5,28.033,33.597,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1591,26.5,28.029,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1592,27.5,28.025,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1593,28.4,28.022,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1594,29.5,28.019,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1595,30.5,28.015,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1596,31.5,28.013,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1597,32.4,28.005,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1598,33.5,27.999,33.597,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1599,34.5,27.994,33.597,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1600,35.5,27.992,33.597,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1601,36.4,27.991,33.597,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1602,37.5,27.986,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1603,38.5,27.981,33.598,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1604,39.4,27.986,33.611,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1605,40.5,27.979,33.627,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1606,41.5,27.982,33.644,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1607,42.4,27.983,33.649,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1608,43.5,27.981,33.65,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1609,44.6,27.976,33.651,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1610,45.5,27.976,33.652,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1611,46.4,27.98,33.659,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1612,47.6,27.982,33.669,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1613,48.5,27.984,33.677,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1614,49.4,27.977,33.678,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1615,50.5,27.971,33.676,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1616,51.5,27.971,33.676,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1617,52.6,27.97,33.676,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1618,53.6,27.97,33.677,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1619,54.5,27.972,33.679,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1620,55.5,27.973,33.681,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1621,56.5,27.975,33.684,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1622,57.5,27.976,33.688,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1623,58.5,27.975,33.689,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1624,59.5,27.975,33.692,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1625,60.5,27.976,33.696,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1626,61.5,27.979,33.699,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1627,62.5,27.978,33.706,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1628,63.5,27.965,33.762,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1629,64.5,27.714,34.135,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1630,65.6,27.289,34.482,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1631,66.6,27.078,34.533,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1632,67.5,27.0,34.595,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1633,68.5,26.876,34.607,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1634,69.4,26.696,34.585,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1635,70.5,26.366,34.55,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1636,71.5,26.046,34.544,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1637,72.5,25.79,34.541,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1638,73.5,25.587,34.543,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1639,74.5,25.241,34.593,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1640,75.5,25.05,34.605,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1641,76.5,24.762,34.639,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1642,77.5,24.474,34.631,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1643,78.5,24.309,34.611,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1644,79.5,24.139,34.607,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1645,80.4,23.879,34.593,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1646,81.5,23.388,34.578,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1647,82.5,23.117,34.553,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1648,83.6,22.771,34.513,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1649,84.6,22.557,34.477,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1650,85.5,22.513,34.475,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1651,86.5,22.429,34.487,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1652,87.6,22.335,34.471,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1653,88.4,22.323,34.474,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1654,89.5,22.281,34.475,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1655,90.5,22.142,34.494,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1656,91.5,21.997,34.506,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1657,92.5,21.868,34.539,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1658,93.5,21.769,34.585,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1659,94.5,21.758,34.592,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1660,95.5,21.753,34.611,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1661,96.4,21.831,34.666,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1662,97.5,21.865,34.732,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1663,98.5,21.657,34.766,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1664,99.5,21.488,34.759,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1665,100.5,21.396,34.76,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1666,101.6,21.316,34.761,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1667,102.6,21.249,34.766,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1668,103.6,21.179,34.776,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1669,104.5,21.11,34.791,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1670,105.5,21.014,34.787,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1671,106.5,20.927,34.792,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1672,107.6,20.796,34.8,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1673,108.5,20.629,34.795,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1674,109.4,20.551,34.79,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1675,110.5,20.396,34.821,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1676,111.5,20.26,34.822,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1677,112.5,20.195,34.827,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1678,113.5,20.05,34.821,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1679,114.5,19.943,34.841,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1680,115.6,19.794,34.85,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1681,116.6,19.624,34.85,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1682,117.6,19.478,34.843,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1683,118.6,19.355,34.841,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1684,119.6,19.251,34.839,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1685,120.6,19.195,34.839,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1686,121.5,19.11,34.842,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1687,122.4,19.031,34.843,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1688,123.5,18.912,34.844,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1689,124.5,18.824,34.846,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1690,125.5,18.721,34.849,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1691,126.6,18.586,34.856,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1692,127.6,18.407,34.861,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1693,128.5,18.296,34.863,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1694,129.4,18.2,34.864,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1695,130.4,18.13,34.863,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1696,131.5,18.097,34.862,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1697,132.5,18.077,34.862,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1698,133.6,18.002,34.863,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1699,134.5,17.956,34.86,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1700,135.5,17.879,34.866,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1701,136.5,17.731,34.871,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1702,137.5,17.655,34.87,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1703,138.6,17.516,34.881,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1704,139.5,17.392,34.882,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1705,140.5,17.334,34.882,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1706,141.5,17.282,34.882,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1707,142.6,17.248,34.881,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1708,143.5,17.179,34.886,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1709,144.5,17.018,34.895,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1710,145.5,16.864,34.9,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1711,146.5,16.776,34.897,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1712,147.5,16.748,34.895,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1713,148.5,16.706,34.898,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1714,149.5,16.606,34.902,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1715,150.6,16.543,34.9,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1716,151.6,16.486,34.905,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1717,152.5,16.413,34.908,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1718,153.5,16.309,34.913,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1719,154.6,16.249,34.912,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1720,155.6,16.18,34.916,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1721,156.5,16.106,34.918,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1722,157.5,16.041,34.92,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1723,158.5,15.993,34.921,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1724,159.5,15.949,34.922,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1725,160.4,15.919,34.922,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1726,161.5,15.893,34.922,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1727,162.6,15.873,34.922,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1728,163.5,15.854,34.924,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1729,164.5,15.814,34.926,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1730,165.5,15.772,34.927,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1731,166.5,15.729,34.928,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1732,167.5,15.673,34.931,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1733,168.5,15.615,34.931,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1734,169.5,15.565,34.934,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1735,170.5,15.521,34.936,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1736,171.5,15.455,34.936,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1737,172.5,15.437,34.934,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1738,173.5,15.422,34.932,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1739,174.5,15.371,34.935,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1740,175.5,15.226,34.942,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1741,176.5,15.172,34.94,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1742,177.5,15.139,34.939,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1743,178.5,15.104,34.94,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1744,179.5,15.081,34.942,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1745,180.5,15.064,34.94,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1746,181.5,15.047,34.939,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1747,182.5,14.996,34.942,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1748,183.5,14.885,34.948,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1749,184.5,14.82,34.948,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1750,185.4,14.789,34.947,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1751,186.5,14.733,34.951,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1752,187.5,14.668,34.954,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1753,188.5,14.613,34.952,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1754,189.6,14.551,34.953,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1755,190.6,14.479,34.959,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1756,191.5,14.363,34.963,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1757,192.6,14.313,34.962,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1758,193.6,14.281,34.968,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1759,194.6,14.233,34.976,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1760,195.5,14.198,34.977,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1761,196.5,14.166,34.977,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1762,197.5,14.146,34.976,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1763,198.5,14.135,34.976,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1764,199.5,14.112,34.978,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1765,200.5,14.047,34.981,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1766,201.5,13.998,34.982,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1767,202.5,13.965,34.984,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1768,203.5,13.923,34.987,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1769,204.5,13.875,34.99,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1770,205.5,13.838,34.991,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1771,206.5,13.786,34.994,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1772,207.5,13.731,34.993,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1773,208.5,13.691,34.991,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1774,209.5,13.66,34.994,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1775,210.5,13.598,34.997,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1776,211.5,13.531,35.001,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1777,212.5,13.473,34.999,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1778,213.5,13.44,34.999,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1779,214.5,13.419,35.0,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1780,215.5,13.387,35.003,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1781,216.6,13.354,35.003,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1782,217.5,13.337,35.004,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1783,218.4,13.322,35.005,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1784,219.5,13.29,35.008,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1785,220.6,13.262,35.009,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1786,221.5,13.24,35.01,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1787,222.5,13.211,35.011,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1788,223.5,13.175,35.013,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1789,224.6,13.144,35.013,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1790,225.5,13.094,35.016,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1791,226.5,13.046,35.013,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1792,227.4,13.025,35.012,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1793,228.4,13.005,35.016,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1794,229.5,12.951,35.02,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1795,230.5,12.916,35.02,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1796,231.5,12.889,35.021,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1797,232.4,12.862,35.021,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1798,233.5,12.846,35.021,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1799,234.6,12.821,35.022,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1800,235.5,12.801,35.022,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1801,236.4,12.783,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1802,237.5,12.762,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1803,238.5,12.75,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1804,239.5,12.745,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1805,240.5,12.732,35.022,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1806,241.5,12.725,35.022,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1807,242.4,12.712,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1808,243.5,12.682,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1809,244.5,12.627,35.019,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1810,245.5,12.614,35.021,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1811,246.5,12.596,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1812,247.5,12.583,35.025,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1813,248.4,12.567,35.028,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1814,249.5,12.545,35.028,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1815,255.1,12.468,35.027,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1816,265.3,12.301,35.03,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1817,275.1,12.112,35.029,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1818,284.9,11.946,35.031,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1819,294.9,11.796,35.032,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1820,304.9,11.669,35.032,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1821,314.9,11.513,35.037,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1822,325.1,11.426,35.041,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1823,335.1,11.333,35.039,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1824,345.0,11.206,35.038,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1825,354.9,11.105,35.04,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1826,364.9,11.041,35.04,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1827,374.8,10.943,35.04,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1828,384.9,10.877,35.039,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1829,395.1,10.841,35.037,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1830,405.2,10.757,35.037,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1831,415.0,10.683,35.036,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1832,424.9,10.626,35.035,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1833,435.2,10.554,35.035,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1834,445.1,10.483,35.034,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1835,455.1,10.451,35.035,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1836,465.0,10.387,35.034,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1837,475.0,10.319,35.033,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1838,485.1,10.275,35.032,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1839,495.1,10.206,35.031,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1840,504.9,10.115,35.03,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1841,515.0,10.046,35.028,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1842,525.3,9.996,35.028,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1843,535.1,9.963,35.027,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1844,545.1,9.925,35.028,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1845,555.0,9.884,35.027,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1846,564.7,9.808,35.024,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1847,575.0,9.739,35.024,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1848,585.0,9.689,35.023,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1849,594.9,9.627,35.022,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1850,605.1,9.521,35.019,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1851,615.3,9.438,35.015,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1852,625.2,9.381,35.013,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1853,635.2,9.299,35.011,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1854,645.1,9.243,35.009,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1855,654.9,9.177,35.008,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1856,664.8,9.088,35.006,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1857,674.8,9.007,35.005,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1858,685.3,8.933,35.005,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1859,695.5,8.868,35.004,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1860,705.2,8.806,35.002,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1861,714.9,8.745,35.0,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1862,725.0,8.68,34.999,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1863,734.9,8.621,34.996,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1864,745.1,8.533,34.994,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1865,754.9,8.463,34.992,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1866,764.7,8.406,34.99,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1867,775.1,8.327,34.989,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1868,785.1,8.269,34.988,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1869,795.1,8.178,34.986,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1870,805.3,8.105,34.984,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1871,815.3,8.024,34.981,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1872,824.8,7.968,34.98,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1873,835.1,7.899,34.977,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1874,845.2,7.857,34.976,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1875,855.0,7.811,34.975,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1876,865.0,7.775,34.974,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1877,875.0,7.731,34.972,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1878,884.9,7.691,34.971,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1879,894.9,7.663,34.97,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1880,905.1,7.621,34.969,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1881,915.1,7.57,34.967,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1882,925.0,7.504,34.965,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1883,935.0,7.447,34.963,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1884,945.0,7.381,34.961,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1885,955.0,7.328,34.958,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1886,964.9,7.255,34.955,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1887,975.3,7.168,34.953,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1888,985.1,7.086,34.95,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1889,995.0,7.029,34.947,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1890,1022.7,6.845,34.94,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1891,1074.2,6.546,34.93,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1892,1125.8,6.281,34.92,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1893,1174.0,6.079,34.912,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1894,1224.9,5.887,34.904,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1895,1273.0,5.678,34.896,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1896,1322.8,5.459,34.887,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1897,1373.6,5.209,34.878,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1898,1425.7,4.98,34.869,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1899,1474.0,4.807,34.863,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1900,1526.3,4.585,34.854,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1901,1576.2,4.366,34.846,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1902,1624.6,4.189,34.839,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1903,1674.9,3.93,34.828,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1904,1725.9,3.692,34.818,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
1905,1774.0,3.441,34.808,13.119488333333331,88.57512666666666,2020-01-05 17:29:00
